traj_id,mm_id,path,timestamp,driver_id
30,13,"[3103, 5132, 3092, 10080, 8278, 8248, 5133, 111, 114, 4509, 1976, 3090, 569, 7945, 586, 1305, 10403, 1862, 443, 446, 448, 3171, 450, 1968, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 454, 9604, 1966, 1963, 3340, 1906, 7126, 5369, 9239, 1753, 1754, 1764, 5359, 1943, 7729]","[1372638595, 1372638610, 1372638625, 1372638633, 1372638652, 1372638655, 1372638665, 1372638670, 1372638685, 1372638700, 1372638715, 1372638745, 1372638751, 1372638760, 1372638769, 1372638769, 1372638770, 1372638775, 1372638790, 1372638805, 1372638850, 1372638861, 1372638865, 1372638872, 1372638876, 1372638880, 1372638888, 1372638895, 1372638902, 1372638904, 1372638907, 1372638910, 1372638920, 1372638925, 1372638940, 1372638955, 1372638967, 1372638970, 1372638985, 1372638998, 1372639000, 1372639008, 1372639013, 1372639015, 1372639023, 1372639030]",20000233
31,66,"[3233, 1966, 1963, 3339, 1965, 1941, 428, 5279, 5272, 3310, 5273, 431, 9893, 540, 541, 544, 8297, 5261, 547, 3144, 3162, 575, 10600, 3194, 3195, 3295, 10598, 3175, 1970, 8355, 8352, 576, 581, 8751, 582, 584, 7944, 7942, 568, 570, 572, 4594, 10243, 895, 4590, 993, 125, 124, 7336, 106, 592, 590, 10125, 2332, 7021, 867, 8770, 7015]","[1372638641, 1372638656, 1372638671, 1372638684, 1372638698, 1372638708, 1372638716, 1372638731, 1372638761, 1372638843, 1372638926, 1372638956, 1372638971, 1372638986, 1372639001, 1372639091, 1372639106, 1372639121, 1372639127, 1372639136, 1372639143, 1372639151, 1372639161, 1372639162, 1372639166, 1372639196, 1372639203, 1372639204, 1372639206, 1372639207, 1372639211, 1372639214, 1372639226, 1372639241, 1372639256, 1372639267, 1372639269, 1372639269, 1372639271, 1372639286, 1372639292, 1372639294, 1372639301, 1372639316, 1372639322, 1372639331, 1372639346, 1372639391, 1372639400, 1372639403, 1372639406, 1372639420, 1372639432, 1372639436, 1372639447, 1372639449, 1372639451, 1372639466]",20000520
32,19,"[9645, 7653, 2330, 7789, 5669, 5672]","[1372639181, 1372639196, 1372639211, 1372639226, 1372639256, 1372639301]",20000089
33,81,"[373, 162, 8512, 11012, 7539, 10154, 4869, 10577, 4870, 2461, 542, 429, 5277, 7816, 536, 7197, 5370, 9888, 8675, 5744, 5233, 2374, 555, 7315, 7312, 7314, 554]","[1372639364, 1372639409, 1372639424, 1372639439, 1372639448, 1372639448, 1372639452, 1372639453, 1372639454, 1372639455, 1372639469, 1372639514, 1372639589, 1372639599, 1372639604, 1372639646, 1372639664, 1372639671, 1372639673, 1372639679, 1372639709, 1372639739, 1372639752, 1372639754, 1372639769, 1372639784, 1372639799]",20000015
34,85,"[47, 40, 42, 60, 10056, 872, 5698, 875, 52, 54, 57, 5135, 7070, 7071, 7066, 7073, 7086, 7846, 822, 821, 3277, 5416, 871, 564, 2606, 10058, 10062, 2457, 3119, 546, 1963, 3340, 1906, 7127, 1905, 8665, 560, 565, 5233, 2374, 555, 7314, 552, 5732, 6500, 551, 6507, 6662, 6524, 9885, 6528, 6531, 6545, 6549, 6551, 6557, 1088, 6615]","[1372639380, 1372639425, 1372639440, 1372639455, 1372639470, 1372639500, 1372639510, 1372639514, 1372639515, 1372639545, 1372639564, 1372639605, 1372639620, 1372639635, 1372639644, 1372639650, 1372639680, 1372639695, 1372639702, 1372639710, 1372639740, 1372639748, 1372639755, 1372639768, 1372639770, 1372639776, 1372639776, 1372639781, 1372639785, 1372639800, 1372639815, 1372639822, 1372639830, 1372639842, 1372639853, 1372639875, 1372639905, 1372639912, 1372639920, 1372639935, 1372639948, 1372639950, 1372639960, 1372639962, 1372639965, 1372639965, 1372639980, 1372639983, 1372639984, 1372639987, 1372639987, 1372639990, 1372639992, 1372639993, 1372639994, 1372639995, 1372640070, 1372640115]",20000201
35,53,"[222, 220, 9443, 1160, 3480, 3491, 3485, 3476, 3441, 8271, 9723, 9719, 9727, 3462, 3458, 7884, 3459, 3463, 9726, 3451, 3453, 806, 805, 3443, 802, 800, 9031, 9033, 10105, 5393, 137, 5113, 10169, 5117, 132, 630, 8289, 641, 131, 8287, 2048, 8283, 126, 8, 2040, 2007, 2003]","[1372639521, 1372639525, 1372639527, 1372639528, 1372639529, 1372639529, 1372639529, 1372639530, 1372639531, 1372639533, 1372639533, 1372639534, 1372639534, 1372639535, 1372639535, 1372639536, 1372639538, 1372639538, 1372639539, 1372639542, 1372639544, 1372639545, 1372639546, 1372639549, 1372639550, 1372639550, 1372639551, 1372639566, 1372639596, 1372639611, 1372639641, 1372639671, 1372639691, 1372639701, 1372639716, 1372639738, 1372639746, 1372639761, 1372639776, 1372639791, 1372639806, 1372639815, 1372639821, 1372639836, 1372639851, 1372639866, 1372639881]",20000403
36,34,"[21, 5018, 4788, 18, 20, 8193, 8197, 8196, 56, 57, 5135, 7069, 10404, 744, 3341, 3345, 5703, 3347, 593, 3136, 5286, 5289, 886, 578, 448, 3171, 450, 1967]","[1372639558, 1372639582, 1372639588, 1372639597, 1372639603, 1372639613, 1372639614, 1372639618, 1372639648, 1372639663, 1372639670, 1372639678, 1372639680, 1372639690, 1372639693, 1372639695, 1372639701, 1372639708, 1372639711, 1372639716, 1372639719, 1372639723, 1372639738, 1372639753, 1372639768, 1372639779, 1372639783, 1372639798]",20000005
37,28,"[52, 54, 57, 5135, 7069, 10404, 745, 3348, 3345, 5703, 3347, 593, 3136, 5286, 5289, 886, 578, 449, 8251, 619, 10765, 3245, 3252, 10087, 3262, 3259]","[1372639635, 1372639649, 1372639650, 1372639665, 1372639671, 1372639673, 1372639680, 1372639683, 1372639689, 1372639695, 1372639700, 1372639704, 1372639710, 1372639716, 1372639725, 1372639740, 1372639755, 1372639770, 1372639800, 1372639807, 1372639815, 1372639822, 1372639825, 1372639826, 1372639830, 1372639845]",20000178
38,30,"[449, 8249, 8080, 2365, 1858, 1859, 1869, 1851, 1875, 1867, 1876, 1180, 1310, 2284, 1179, 1264, 8760, 1265, 1178, 10455, 5827, 9419, 1177, 3003, 1174]","[1372639871, 1372639916, 1372639924, 1372639931, 1372639961, 1372639965, 1372639973, 1372639976, 1372639983, 1372639986, 1372639991, 1372640002, 1372640021, 1372640030, 1372640030, 1372640036, 1372640049, 1372640051, 1372640063, 1372640066, 1372640076, 1372640080, 1372640081, 1372640081, 1372640096]",20000653
39,23,"[7945, 586, 1306, 1180, 1310, 2284, 1179, 1264, 8760, 1265, 1178, 10455, 5827, 9419, 1177, 3003, 1175, 1701, 7269, 1109, 1222, 10550, 5564, 5568, 1181, 1183, 1199, 5549, 1768, 6857, 8588, 8592, 6408, 8582]","[1372639960, 1372640017, 1372640020, 1372640035, 1372640041, 1372640050, 1372640051, 1372640056, 1372640059, 1372640059, 1372640064, 1372640065, 1372640075, 1372640079, 1372640080, 1372640080, 1372640095, 1372640104, 1372640110, 1372640125, 1372640134, 1372640139, 1372640140, 1372640143, 1372640150, 1372640155, 1372640160, 1372640170, 1372640179, 1372640180, 1372640184, 1372640185, 1372640209, 1372640215]",20000309
40,36,"[6677, 8456, 6675, 9587, 6673, 1132, 1130, 1126, 1143, 7615, 8427, 2800, 9660, 1909, 1931, 9154, 1917, 5267, 8161, 8165, 3222, 9107, 3224, 3220, 3227, 453, 549, 454, 9604, 1966]","[1372640130, 1372640160, 1372640178, 1372640190, 1372640194, 1372640200, 1372640205, 1372640220, 1372640228, 1372640229, 1372640235, 1372640262, 1372640263, 1372640265, 1372640276, 1372640280, 1372640295, 1372640303, 1372640310, 1372640314, 1372640325, 1372640339, 1372640340, 1372640343, 1372640350, 1372640355, 1372640379, 1372640403, 1372640430, 1372640445]",20000010
41,40,"[193, 195, 5408, 5376, 5454, 5443, 9225, 5448, 7432, 9141, 9136, 6814, 5470, 5466, 3961, 5480, 5533, 5476, 5459, 5472, 6801, 5437, 9916, 11062, 5462, 5479, 5425, 6797, 9061, 183, 185, 10423, 5440, 7260, 5451]","[1372640356, 1372640370, 1372640383, 1372640386, 1372640416, 1372640461, 1372640484, 1372640486, 1372640491, 1372640514, 1372640515, 1372640518, 1372640520, 1372640521, 1372640538, 1372640544, 1372640551, 1372640556, 1372640564, 1372640566, 1372640576, 1372640576, 1372640577, 1372640578, 1372640580, 1372640581, 1372640587, 1372640596, 1372640611, 1372640626, 1372640641, 1372640656, 1372640686, 1372640716, 1372640731]",20000657
42,27,"[5381, 7260, 5451, 187, 10410, 10408, 8057, 5383, 5388, 5387, 1733, 538, 3312, 540, 541, 544, 8297, 5261, 547, 3144, 3162, 575, 10600, 3194, 3195, 3295, 10598, 3175, 1970, 8355, 8352, 576, 580, 10451, 741, 3127, 738, 5250, 73, 10708, 3112, 3106, 3108, 3100, 3095, 75, 8236]","[1372640499, 1372640514, 1372640522, 1372640529, 1372640543, 1372640543, 1372640544, 1372640559, 1372640572, 1372640574, 1372640589, 1372640619, 1372640634, 1372640637, 1372640649, 1372640664, 1372640679, 1372640691, 1372640694, 1372640699, 1372640709, 1372640719, 1372640722, 1372640723, 1372640724, 1372640731, 1372640738, 1372640739, 1372640741, 1372640743, 1372640750, 1372640754, 1372640769, 1372640784, 1372640799, 1372640812, 1372640814, 1372640822, 1372640824, 1372640829, 1372640829, 1372640837, 1372640839, 1372640844, 1372640854, 1372640859, 1372640874]",20000596
43,91,"[823, 1715, 1714, 821, 3277, 5416, 869, 2612, 920, 8005, 3123, 914, 3229, 10067, 10065, 3147, 3169, 917, 3273, 549, 454, 9604, 1966]","[1372640550, 1372640565, 1372640610, 1372640640, 1372640656, 1372640664, 1372640670, 1372640685, 1372640697, 1372640700, 1372640704, 1372640708, 1372640711, 1372640711, 1372640714, 1372640715, 1372640719, 1372640721, 1372640730, 1372640745, 1372640752, 1372640760, 1372640775]",20000233
44,29,"[6768, 1062, 28, 25, 5654, 1054, 69, 64]","[1372640555, 1372640558, 1372640585, 1372640610, 1372640615, 1372640626, 1372640630, 1372640660]",20000235
45,70,"[409, 410, 11088, 411, 403, 5989, 6003, 6075, 4970, 8713, 11073, 385, 6133, 8071, 354, 361, 355, 357, 359, 4765, 8707, 4934, 4927, 8700, 4942, 4768, 4764, 8695]","[1372641048, 1372641056, 1372641057, 1372641061, 1372641063, 1372641120, 1372641123, 1372641153, 1372641167, 1372641168, 1372641195, 1372641198, 1372641207, 1372641213, 1372641228, 1372641257, 1372641258, 1372641265, 1372641268, 1372641273, 1372641286, 1372641287, 1372641288, 1372641291, 1372641292, 1372641303, 1372641333, 1372641378]",20000560
46,67,"[7646, 703, 11065, 704, 2494, 685, 7643, 7645, 7237, 7239, 7240, 9614, 494, 8528, 11085, 501, 502, 504, 11084, 6751, 498, 497, 509, 507, 10105, 5393, 137, 5113, 10169, 5117, 133, 2115, 627, 651, 653, 629, 630, 8289, 641, 131, 8287, 2048, 8283, 126, 8, 2041, 6837, 2005, 5291, 2148, 10088, 2156, 6847, 6849, 6253, 6244, 6236, 6234, 6155, 4964, 6108, 4952, 4916, 8709, 8703, 4949, 8689, 4944, 10322, 4954]","[1372641088, 1372641116, 1372641118, 1372641123, 1372641128, 1372641133, 1372641146, 1372641146, 1372641148, 1372641151, 1372641155, 1372641163, 1372641172, 1372641174, 1372641177, 1372641177, 1372641178, 1372641179, 1372641183, 1372641185, 1372641189, 1372641193, 1372641214, 1372641220, 1372641223, 1372641253, 1372641283, 1372641313, 1372641328, 1372641340, 1372641343, 1372641347, 1372641355, 1372641356, 1372641357, 1372641358, 1372641373, 1372641388, 1372641396, 1372641403, 1372641418, 1372641440, 1372641448, 1372641454, 1372641463, 1372641478, 1372641489, 1372641493, 1372641496, 1372641500, 1372641508, 1372641513, 1372641523, 1372641525, 1372641538, 1372641546, 1372641549, 1372641553, 1372641561, 1372641568, 1372641570, 1372641583, 1372641610, 1372641613, 1372641628, 1372641643, 1372641658, 1372641671, 1372641673, 1372641688]",20000574
47,166,"[778, 8300, 8792, 7715, 8784, 947, 1059, 3360, 7930, 5503, 759, 762, 766, 8504, 7898, 864, 9102, 866, 7016, 867, 8771, 990, 980, 2158, 2166, 2159, 4683, 4688, 4694, 1986, 1983, 8668, 5661, 5660]","[1372641149, 1372641179, 1372641183, 1372641190, 1372641194, 1372641214, 1372641218, 1372641224, 1372641239, 1372641254, 1372641258, 1372641269, 1372641284, 1372641293, 1372641294, 1372641300, 1372641314, 1372641317, 1372641325, 1372641328, 1372641329, 1372641351, 1372641358, 1372641359, 1372641361, 1372641362, 1372641374, 1372641380, 1372641389, 1372641397, 1372641401, 1372641403, 1372641404, 1372641434]",20000235
48,108,"[1848, 2303, 9686, 1895, 2011, 1698, 2264, 2274, 2276, 9692, 1893, 8021, 8023, 608, 654, 655, 607, 605, 601, 598, 8403, 10969, 2939, 2944, 2786, 321, 367, 2775, 7468, 2777, 7467, 2773, 368, 322, 324]","[1372641278, 1372641298, 1372641303, 1372641305, 1372641308, 1372641323, 1372641334, 1372641335, 1372641338, 1372641354, 1372641368, 1372641398, 1372641428, 1372641436, 1372641437, 1372641442, 1372641443, 1372641451, 1372641458, 1372641473, 1372641480, 1372641484, 1372641486, 1372641488, 1372641494, 1372641503, 1372641510, 1372641530, 1372641548, 1372641556, 1372641563, 1372641640, 1372641728, 1372641729, 1372641743]",20000009
49,164,"[8810, 7450, 8809, 8812, 245, 7938, 780, 8485, 8655, 837, 8275, 778, 8300, 8792, 7715, 8784, 947, 1059, 3360, 7931, 7713, 77, 7716, 8246, 8248, 5133, 111, 114, 4509, 1976, 3090, 569, 7945, 586, 1306, 1180, 1310, 2284, 1179, 1264, 8760, 1265, 1178, 10455, 5827, 9419, 1177, 3003, 1175, 1701, 7269, 1110, 1238, 1108]","[1372641284, 1372641299, 1372641302, 1372641304, 1372641314, 1372641325, 1372641329, 1372641344, 1372641354, 1372641359, 1372641372, 1372641374, 1372641384, 1372641385, 1372641389, 1372641404, 1372641416, 1372641419, 1372641427, 1372641434, 1372641443, 1372641449, 1372641464, 1372641474, 1372641476, 1372641479, 1372641494, 1372641509, 1372641524, 1372641539, 1372641552, 1372641554, 1372641569, 1372641598, 1372641599, 1372641623, 1372641629, 1372641636, 1372641636, 1372641641, 1372641644, 1372641644, 1372641656, 1372641659, 1372641669, 1372641673, 1372641674, 1372641674, 1372641689, 1372641698, 1372641704, 1372641707, 1372641719, 1372641779]",20000648
50,69,"[7008, 6617, 380, 381, 5833, 5831, 1042, 1044, 7980, 7978, 5522, 416, 5523, 7979, 8669, 1045, 5828, 5830, 1039, 1041, 1046, 7997, 7988, 7994, 5837, 5843, 10334, 5853, 5857, 5865, 5867, 5873, 5888, 5900, 5904, 8998, 5890, 9002, 9003, 9006, 9004, 9001, 5891, 5958, 4951, 5962, 9008, 5928, 5924, 5921]","[1372641297, 1372641416, 1372641417, 1372641472, 1372641476, 1372641477, 1372641503, 1372641504, 1372641505, 1372641507, 1372641522, 1372641620, 1372641717, 1372641719, 1372641719, 1372641719, 1372641719, 1372641719, 1372641719, 1372641719, 1372641720, 1372641720, 1372641722, 1372641722, 1372641723, 1372641724, 1372641724, 1372641725, 1372641725, 1372641726, 1372641726, 1372641726, 1372641727, 1372641728, 1372641729, 1372641731, 1372641732, 1372641732, 1372641732, 1372641736, 1372641739, 1372641740, 1372641740, 1372641749, 1372641750, 1372641751, 1372641758, 1372641760, 1372641760, 1372641762]",20000320
51,49,"[8236, 5018, 4788, 18, 20, 8193, 8197, 8196, 56, 57, 5135, 7069, 10404, 745, 3348, 3345, 5703, 3347, 593, 3136, 5286, 5289, 886, 578, 449, 8251, 619, 10765, 3244, 617, 3251, 3255, 2366, 5276, 615, 610, 623, 8023, 608, 654, 655, 607, 605, 600, 2885, 10978, 10975, 8002]","[1372641328, 1372641343, 1372641358, 1372641373, 1372641388, 1372641398, 1372641399, 1372641403, 1372641418, 1372641433, 1372641463, 1372641476, 1372641478, 1372641489, 1372641490, 1372641493, 1372641500, 1372641508, 1372641511, 1372641516, 1372641519, 1372641523, 1372641538, 1372641546, 1372641553, 1372641583, 1372641590, 1372641598, 1372641604, 1372641606, 1372641607, 1372641608, 1372641613, 1372641614, 1372641628, 1372641635, 1372641643, 1372641649, 1372641658, 1372641661, 1372641670, 1372641673, 1372641681, 1372641688, 1372641694, 1372641702, 1372641703, 1372641718]",20000005
52,113,"[3147, 3169, 916, 3165, 918, 3162, 575, 10600, 3194, 3195, 3295, 10598, 3175, 1970, 8355, 8352, 576, 580, 10451, 741, 3127, 739, 3128]","[1372641453, 1372641468, 1372641473, 1372641481, 1372641483, 1372641513, 1372641523, 1372641526, 1372641527, 1372641528, 1372641534, 1372641540, 1372641541, 1372641542, 1372641543, 1372641558, 1372641573, 1372641590, 1372641603, 1372641618, 1372641631, 1372641633, 1372641648]",20000010
53,56,"[37, 8517, 837, 8275, 778, 8300, 8792, 7715, 8784, 946, 30, 29, 7836, 31, 92, 7825, 90, 3099, 3094, 3101, 3109, 3105, 3096, 10711, 7076, 4511, 1049, 882, 887, 753, 890, 755, 1976, 3090, 568, 570, 572, 4594, 10244, 2020, 1349, 900, 904, 8281, 432, 5578, 10232, 10235, 1321, 5603, 5585, 5569, 5567, 5563, 1251, 1786, 10291, 1793, 2049, 2043, 2045, 2039, 2073, 2335]","[1372641690, 1372641693, 1372641696, 1372641699, 1372641699, 1372641702, 1372641702, 1372641703, 1372641704, 1372641712, 1372641719, 1372641720, 1372641735, 1372641765, 1372641780, 1372641828, 1372641840, 1372641849, 1372641855, 1372641862, 1372641865, 1372641865, 1372641868, 1372641870, 1372641876, 1372641880, 1372641885, 1372641900, 1372641908, 1372641915, 1372641922, 1372641930, 1372641960, 1372641973, 1372641975, 1372641982, 1372641990, 1372641994, 1372642005, 1372642015, 1372642020, 1372642028, 1372642035, 1372642041, 1372642044, 1372642050, 1372642076, 1372642080, 1372642085, 1372642087, 1372642089, 1372642094, 1372642095, 1372642110, 1372642140, 1372642153, 1372642155, 1372642170, 1372642185, 1372642188, 1372642200, 1372642215, 1372642225, 1372642230]",20000372
54,50,"[193, 196, 9341, 1370, 1378, 1408, 198, 1412, 4365, 1623, 465, 5614, 469, 176, 473, 10165, 10635, 1429, 10629, 6765, 3807, 3804, 4860, 4858, 4855, 8727, 3784, 9742, 3781, 3746, 3742, 3691, 9529, 9526, 205, 203, 202, 215, 212, 208, 5617]","[1372641742, 1372641772, 1372641779, 1372641787, 1372641802, 1372641832, 1372641862, 1372641870, 1372641874, 1372641877, 1372641880, 1372641888, 1372641892, 1372641918, 1372641922, 1372641924, 1372641935, 1372641937, 1372641939, 1372641941, 1372641943, 1372641946, 1372641952, 1372641955, 1372641958, 1372641966, 1372641967, 1372641972, 1372641973, 1372641977, 1372641979, 1372641982, 1372641989, 1372641997, 1372642012, 1372642042, 1372642049, 1372642057, 1372642060, 1372642061, 1372642072]",20000657
55,72,"[9604, 1966, 1964, 543, 8297, 5261, 547, 3144, 3162, 575, 10600, 3193, 3197, 3192, 3187]","[1372641858, 1372641873, 1372641933, 1372641948, 1372641978, 1372641993, 1372641996, 1372642000, 1372642008, 1372642038, 1372642052, 1372642053, 1372642054, 1372642062, 1372642068]",20000154
56,103,"[6968, 6966, 6967, 1568, 1566, 7062, 7068, 1552, 7922, 1463, 2514, 2517, 1535, 6983, 1525, 8745, 6991, 9644, 188, 10280, 5472, 6801, 5437, 9916, 11062, 5462, 5479, 5425, 6797, 9061, 183, 185, 10423, 5440, 7260, 5450, 2452, 2428, 5240, 2429, 186, 5377]","[1372641886, 1372641893, 1372641901, 1372641906, 1372641907, 1372641907, 1372641908, 1372641913, 1372641916, 1372641922, 1372641931, 1372641933, 1372641937, 1372641938, 1372641942, 1372641946, 1372641952, 1372641953, 1372641961, 1372641976, 1372641991, 1372642006, 1372642007, 1372642008, 1372642009, 1372642011, 1372642012, 1372642016, 1372642021, 1372642036, 1372642051, 1372642085, 1372642096, 1372642111, 1372642121, 1372642126, 1372642141, 1372642156, 1372642160, 1372642164, 1372642170, 1372642171]",20000089
57,48,"[8510, 372, 5107, 1723, 1713, 3283, 3281, 1711, 7082, 1168, 3278, 3286, 3288, 872, 5698, 875, 52, 54, 58, 24, 10082, 5130, 3103]","[1372641991, 1372642006, 1372642021, 1372642037, 1372642041, 1372642045, 1372642045, 1372642049, 1372642051, 1372642054, 1372642057, 1372642064, 1372642066, 1372642069, 1372642077, 1372642080, 1372642081, 1372642111, 1372642118, 1372642134, 1372642141, 1372642143, 1372642156]",20000231
58,106,"[10405, 50, 56, 58, 23, 21, 5017, 32, 6768, 1062, 28, 25, 5653, 7839, 5651, 7840, 5654, 1055, 7287, 62, 726, 7019, 7022, 10775, 2379, 730, 719, 5116, 709, 714, 716, 7036, 5693, 8497, 5691, 1735, 10479, 3454, 3452, 1485, 1487, 3447, 1494, 706, 3493, 7236, 7646, 703, 11065, 704, 2493, 688, 689, 2445, 2483, 2481]","[1372642204, 1372642264, 1372642294, 1372642316, 1372642339, 1372642354, 1372642414, 1372642437, 1372642451, 1372642453, 1372642475, 1372642486, 1372642487, 1372642489, 1372642504, 1372642505, 1372642506, 1372642519, 1372642531, 1372642534, 1372642542, 1372642543, 1372642546, 1372642547, 1372642549, 1372642564, 1372642579, 1372642584, 1372642594, 1372642601, 1372642609, 1372642614, 1372642619, 1372642621, 1372642623, 1372642624, 1372642630, 1372642639, 1372642654, 1372642661, 1372642669, 1372642680, 1372642684, 1372642690, 1372642699, 1372642712, 1372642714, 1372642726, 1372642727, 1372642729, 1372642731, 1372642735, 1372642744, 1372642767, 1372642774, 1372642819]",20000596
59,156,"[10080, 8278, 8248, 5133, 111, 114, 4509, 1976, 3090, 569, 7945, 586, 1305, 10403, 1862, 443, 446, 448, 3171, 450, 1968, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 454, 9604, 1966, 1965, 1941, 428, 5279, 5273, 430, 7191, 417, 4891, 7117, 1945, 420, 426, 422, 5396, 424, 1950, 5380, 5382]","[1372642291, 1372642300, 1372642302, 1372642306, 1372642308, 1372642321, 1372642336, 1372642351, 1372642364, 1372642366, 1372642381, 1372642419, 1372642421, 1372642426, 1372642432, 1372642441, 1372642449, 1372642456, 1372642460, 1372642461, 1372642467, 1372642471, 1372642475, 1372642479, 1372642483, 1372642486, 1372642494, 1372642501, 1372642504, 1372642516, 1372642519, 1372642526, 1372642531, 1372642535, 1372642537, 1372642539, 1372642544, 1372642546, 1372642549, 1372642555, 1372642558, 1372642561, 1372642565, 1372642572, 1372642573, 1372642573, 1372642576, 1372642591, 1372642593, 1372642606]",20000231
60,120,"[18, 20, 8193, 8197, 8196, 56, 58, 24, 10083]","[1372642351, 1372642362, 1372642381, 1372642384, 1372642396, 1372642411, 1372642441, 1372642456, 1372642471]",20000005
61,58,"[373, 162, 8511, 561, 5284, 10070, 8005, 3123, 914, 3229, 10067, 10065, 3147, 3169, 917, 3273, 549, 452, 3227, 454, 9604]","[1372642706, 1372642721, 1372642736, 1372642756, 1372642766, 1372642769, 1372642771, 1372642775, 1372642778, 1372642781, 1372642782, 1372642785, 1372642786, 1372642793, 1372642796, 1372642811, 1372642816, 1372642826, 1372642856, 1372642886, 1372642901]",20000653
62,98,"[9040, 10185, 4237, 9630, 282, 279, 284, 274, 294, 300, 2634, 2645, 8357, 5672, 2642, 10573, 10745, 10574, 9705, 7664, 9698]","[1372642990, 1372643000, 1372643002, 1372643008, 1372643012, 1372643016, 1372643020, 1372643035, 1372643043, 1372643050, 1372643059, 1372643065, 1372643074, 1372643080, 1372643090, 1372643092, 1372643093, 1372643094, 1372643095, 1372643103, 1372643110]",20000503
63,92,"[5273, 430, 7191, 417, 4891, 7117, 1945, 420, 426, 422, 5396, 424, 1951, 10412, 10420, 10421, 10416, 1956, 5468, 265, 5430, 5423, 5482, 5428, 5455, 5442, 5456, 5460, 5025, 9753, 9755, 6993, 6989, 1590, 8748, 6986, 1524, 1553, 1557, 1665, 5095, 1550, 1667, 7106]","[1372643195, 1372643213, 1372643218, 1372643227, 1372643240, 1372643242, 1372643244, 1372643248, 1372643254, 1372643255, 1372643258, 1372643270, 1372643285, 1372643297, 1372643298, 1372643299, 1372643299, 1372643300, 1372643313, 1372643330, 1372643342, 1372643345, 1372643347, 1372643350, 1372643353, 1372643360, 1372643374, 1372643375, 1372643390, 1372643397, 1372643398, 1372643404, 1372643405, 1372643411, 1372643412, 1372643419, 1372643420, 1372643429, 1372643430, 1372643435, 1372643440, 1372643445, 1372643450, 1372643465]",20000372
64,123,"[8510, 373, 162, 8512, 11012, 7539, 10154, 4869, 10577, 4870, 2461, 542, 429, 5277, 7816, 536, 7197, 5370, 9888, 8675, 5744, 5233, 2374, 555, 7314, 552, 5732, 6501, 6497, 6492, 4652, 6494, 7303, 4650, 4850, 5489, 6478, 6472, 10636, 7306, 2662, 5366, 5363, 8124, 7311, 1014, 1015, 7671, 7324, 7676, 2647, 7675, 7669, 9702]","[1372643415, 1372643428, 1372643434, 1372643445, 1372643450, 1372643460, 1372643460, 1372643470, 1372643472, 1372643474, 1372643475, 1372643505, 1372643520, 1372643544, 1372643555, 1372643560, 1372643563, 1372643565, 1372643572, 1372643574, 1372643580, 1372643595, 1372643610, 1372643623, 1372643625, 1372643638, 1372643640, 1372643685, 1372643715, 1372643728, 1372643730, 1372643760, 1372643769, 1372643775, 1372643790, 1372643799, 1372643805, 1372643815, 1372643820, 1372643830, 1372643831, 1372643835, 1372643850, 1372643861, 1372643865, 1372643877, 1372643880, 1372643886, 1372643895, 1372643896, 1372643905, 1372643906, 1372643910, 1372643925]",20000653
65,217,"[1894, 1890, 2364, 10602, 10759, 10771, 10770, 2367, 3254, 3250, 616, 3245, 3252, 10087, 3261, 3249, 3204, 4976, 9160, 1899, 3243, 3210, 5281, 3221, 8167, 3240, 1902, 9155, 8659, 1907]","[1372643424, 1372643437, 1372643454, 1372643468, 1372643474, 1372643480, 1372643484, 1372643499, 1372643506, 1372643509, 1372643510, 1372643514, 1372643519, 1372643520, 1372643528, 1372643529, 1372643535, 1372643543, 1372643544, 1372643544, 1372643551, 1372643559, 1372643569, 1372643572, 1372643574, 1372643579, 1372643589, 1372643599, 1372643604, 1372643649]",20000571
